structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skillRequirements,wikiNotes,classification
1840,28,Smelt a Bronze Bar,Use a Furnace to smelt a Bronze Bar,Global,Skill,Smithing,1,Easy,,,0.4%,
4829,29,Turn any Logs Into a Plank,Use a Sawmill to turn Logs into a Plank,Global,Skill,Construction,1,Easy,,,,
1857,30,Visit the Rune Essence Mine,Visit the Rune Essence Mine,Global,Skill,Runecraft,1,Easy,,,<0.1%,
1864,31,Burn Some Normal Logs,Burn some Normal Logs,Global,Skill,Firemaking,1,Easy,,,0.2%,
1894,32,Reach Combat Level 10,Reach Combat Level 10,Global,Combat,,1,Easy,,,2.6%,
1924,33,Cast Home Teleport,Cast the Home Teleport spell,Global,Skill,Magic,1,Easy,,,47%,
1944,34,Use the Range in Lumbridge Castle,Use the Range in Lumbridge Castle to cook some food,Misthalin,Skill,Cooking,1,Easy,,,,
1951,35,Steal From the Varrock Tea Stall,Steal from the Tea Stall in Varrock,Misthalin,Skill,Thieving,1,Easy,,,,
1986,36,Complete Rune Mysteries,Complete the Rune Mysteries quest,Misthalin,Quest,,1,Easy,,,<0.1%,
1992,37,Pet a Stray Dog in Varrock,Pet a Stray Dog in Varrock,Misthalin,Other,,1,Easy,,,98%,
1994,38,Complete Sheep Shearer,Complete the Sheep Shearer quest,Misthalin,Quest,,1,Easy,,,96%,
1998,39,Complete Romeo & Juliet,Complete the Romeo & Juliet Quest,Misthalin,Quest,,1,Easy,,,90%,
2000,40,Complete Gertrude's Cat,Complete the Gertrude's Cat quest,Misthalin,Quest,,1,Easy,,,80%,
2006,41,Complete the Natural History Quiz,Complete the Natural History Quiz in the Varrock Museum,Misthalin,Other,,1,Easy,,,78%,
2007,42,Enter Draynor Manor,Enter Draynor Manor through the front door,Misthalin,Other,,1,Easy,,,72%,
2183,43,Fill a Crate With Bananas,Fill a crate with Bananas for Luthas at Musa Point,Karamja,Other,,1,Easy,,,61%,
2194,44,Complete the Gnome Stronghold Agility Course,Complete a lap of the Gnome Stronghold Agility Course,Kandarin,Skill,Agility,1,Easy,,,63%,
2242,45,Visit the Tree Gnome Village,Visit the Tree Gnome Village,Kandarin,Other,,1,Easy,,,62%,
2245,46,Visit the Tree Gnome Stronghold,Visit the Tree Gnome Stronghold,Kandarin,Other,,1,Easy,,,42%,
2249,47,Complete Monk's Friend,Complete the Monk's Friend quest,Kandarin,Quest,,1,Easy,,,53%,
2282,48,Craft an Air Rune,Craft an Air Rune from Essence at the Air Altar,Asgarnia,Skill,Runecraft,1,Easy,,,20%,
5160,49,Enter the Taverley Dungeon,Enter the Taverley Dungeon,Asgarnia,Other,,1,Easy,,,46%,
2390,50,Go Through the Al Kharid Gate,Go through the Al Kharid gate,Kharidian Desert,Other,,1,Easy,,,39%,
2398,51,Use the Bank in Nardah,Use the Bank in Nardah,Kharidian Desert,Other,,1,Easy,,,3.7%,
2402,52,Cut a Cactus in the Kharidian Desert,Cut a Cactus in the Kharidian Desert,Kharidian Desert,Other,,1,Easy,,,20%,
2404,53,Enter the Kalphite Lair,Enter the Kalphite Lair,Kharidian Desert,Other,,1,Easy,,,40%,
2531,54,Order a Drink at The Old Nite,Order a drink at The Old Nite,Wilderness,Other,,1,Easy,,,49%,
3896,55,Pick Wheat in Catherby,Pick some wheat in the field by the Catherby Farming patches,Kandarin,Other,,1,Easy,,,19%,
4907,56,Buy Something From Trader Crewmembers,Buy something from the Trader Crewmembers,Global,Other,,1,Easy,,,19%,
3898,57,Get Stung By Bees,Get stung by bees at the Beehives,Kandarin,Other,,1,Easy,,,18%,
3899,58,Drink a Poison Chalice,Drink a Poison Chalice,Kandarin,Other,,1,Easy,,,52%,
3900,59,Make some Flour,Make some Flour in a windmill,Global,Other,,1,Easy,,,62%,
5286,60,Complete Client of Kourend,Complete the Client of Kourend quest,Kourend & Kebos,Quest,,1,Easy,,,79%,
5287,61,Complete Queen of Thieves,Complete the Queen of Thieves quest,Kourend & Kebos,Quest,,1,Easy,,,70%,
5288,62,Complete Forsaken Tower,Complete the Forsaken Tower quest,Kourend & Kebos,Quest,,1,Easy,,,67%,
5289,63,Complete Ascent of Arceuus,Complete the Ascent of Arceuus quest,Kourend & Kebos,Quest,,1,Easy,,,67%,
2576,64,Burn Some Coloured Logs,Burn some logs that have been coloured with a firelighter,Global,Minigame,,1,Easy,,,36%,
2580,65,Eat some Purple Sweets,Eat some Purple Sweets,Global,Minigame,,1,Easy,,,44%,
2621,66,Gain a Unique Item From an Easy Clue,Gain a unique item from an Easy Clue Scroll Reward Casket,Global,Minigame,,1,Easy,,,28%,
2624,67,Gain a Unique Item From a Beginner Clue,Gain a unique item from a Beginner Clue Scroll Reward Casket,Global,Minigame,,1,Easy,,,,
2631,68,Defeat a Moss Giant,Defeat a Moss Giant,Global,Combat,,1,Easy,,,,
2634,69,Defeat a Guard,Defeat a Guard,Global,Combat,,1,Easy,,,,
2637,70,Equip a Wizard Robe and Hat,Equip any wizard robe along with any wizard hat,Global,Combat,Magic,1,Easy,,,,
5492,71,Steal a Golovanova Fruit Top,Steal a Golovanova fruit top from a fruit stall in Hosidius,Kourend & Kebos,Skill,Thieving,1,Easy,,,18%,
2639,72,Restore 5 Prayer Points at an Altar,Restore 5 or more Prayer Points at any altar,Global,Combat,Prayer,1,Easy,,,0.1%,
2640,73,Superhuman Strength and Improved Reflexes,Use both the Superhuman Strength prayer and the Improved Reflexes prayer at the same time,Global,Combat,Prayer,1,Easy,,,,
5626,74,Kourend and Kebos Easy Diary Tasks,Complete all tasks in the easy tier of the Kourend and Kebos achievement diary,Kourend & Kebos,Achievement,,1,Easy,,,,
5630,75,Open 1 Grubby Chest,Open the grubby chest in the Forthos Dungeon,Kourend & Kebos,Combat,,1,Easy,,,15%,
5637,76,Steal 1 Artefact,Steal an artefact for Captain Khaled in Piscarilius,Kourend & Kebos,Skill,Thieving,1,Easy,,,,
5638,77,Steal 15 Artefacts,Steal 15 artefacts for Captain Khaled in Piscarilius,Kourend & Kebos,Skill,Thieving,1,Easy,,,,
5646,78,Turn in 50 Library Books,Find and turn in 50 books in the Arceuus Library,Kourend & Kebos,Skill,,1,Easy,,,6.0%,
5651,79,1 Easy Clue Scroll,Open a Reward casket for completing an easy clue scroll,Global,Minigame,,1,Easy,,,2.4%,
5652,80,25 Easy Clue Scrolls,Open 25 Reward caskets for completing easy clue scrolls,Global,Minigame,,1,Easy,,,,
5658,81,1 Medium Clue Scroll,Open a Reward casket for completing a medium clue scroll,Global,Minigame,,1,Easy,,,,
5691,82,Enter Level 3 of the Chasm of Fire,Enter the 3rd level of the Chasm of Fire in Shayzien,Kourend & Kebos,Other,,1,Easy,,,,
5692,83,Receive a Konar Slayer Task,Have a Slayer Task assigned by Konar,Kourend & Kebos,Combat,Slayer,1,Easy,,,,
5697,84,Unlock All Catacombs Entrances,Unlock all entrances to the Catacombs of Kourend around the kingdom,Kourend & Kebos,Other,,1,Easy,,,,
2659,85,Reach Total Level 100,Reach a Total Level of 100,Global,Skill,,1,Easy,,,,
2660,86,Reach Total Level 250,Reach a Total Level of 250,Global,Skill,,1,Easy,,,,
2661,87,Reach Total Level 500,Reach a Total Level of 500,Global,Skill,,1,Easy,,,,
1773,88,Protect Your Crops,Pay a farmer to protect any of your crops,Global,Skill,Farming,1,Easy,,,66%,
4826,89,Chop Some Logs With a Steel Axe,Chop any kind of logs using a Steel Axe,Global,Skill,Woodcutting,1,Easy,,,,
1782,90,Obtain a Bird Nest,Obtain a Bird Nest whilst cutting down trees,Global,Skill,Woodcutting,1,Easy,,,,
1789,91,Successfully Cook 5 Pieces of Food,Cook 5 pieces of food in a row without burning them,Global,Skill,Cooking,1,Easy,,,,
1795,92,Mine some Ore With a Steel Pickaxe,Mine any ore using a Steel Pickaxe,Global,Skill,Mining,1,Easy,,,,
1796,93,Obtain a Gem While Mining,Obtain any kind of gem whilst mining a rock,Global,Skill,Mining,1,Easy,,,,
1802,94,Fletch an Oak Shortbow,Fletch an Oak Shortbow,Global,Skill,Fletching,1,Easy,,,,
1803,95,Fletch 150 Iron Arrows,Fletch 150 Iron Arrows,Global,Skill,Fletching,1,Easy,,,,
1811,96,Check Your Slayer Task,Use an Enchanted Gem to check your Slayer Task,Global,Combat,Slayer,1,Easy,,,,
1814,97,Equip a Spiny Helmet,Equip a Spiny Helmet,Global,Combat,Slayer,1,Easy,,,,
1825,98,Cut a Sapphire,Cut a Sapphire,Global,Skill,Crafting,1,Easy,,,5.2%,
1826,99,Craft a Leather Body,Craft a Leather Body,Global,Skill,Crafting,1,Easy,,,3.8%,
1835,100,Catch an Anchovy,Catch a Raw Anchovy whilst Fishing,Global,Skill,Fishing,1,Easy,,,1.1%,
1841,101,Smelt an Iron Bar,Use a Furnace to smelt an Iron Bar,Global,Skill,Smithing,1,Easy,,,17%,
1842,102,Smith 150 Iron Arrowtips,Use an Anvil to smith 150 Iron Arrowtips,Global,Skill,Smithing,1,Easy,,,15%,
1849,103,Purchase a Player Owned House,Purchase a Player Owned House,Global,Skill,Construction,1,Easy,,,,
1850,104,Build a Room in Your Player Owned House,Build a room in your Player Owned House,Global,Skill,Construction,1,Easy,,,,
1858,105,Craft Any Rune,Use a Runecrafting Altar to craft any type of rune from Essence,Global,Skill,Runecraft,1,Easy,,,,
1859,106,Locate a Runecrafting Altar With a Talisman,Use any talisman to check the location of a Runecrafting Altar,Global,Skill,Runecraft,1,Easy,,,,
1865,107,Burn Some Oak Logs,Burn some Oak Logs,Global,Skill,Firemaking,1,Easy,,,<0.1%,
1866,108,Light a Torch,Light a Torch,Global,Skill,Firemaking,1,Easy,,,<0.1%,
1872,109,Catch a Baby Impling,Catch a Baby Impling,Global,Skill,Hunter,1,Easy,,,0.7%,
1873,110,Snare a Bird,Catch any bird with a Bird Snare,Global,Skill,Hunter,1,Easy,,,,
1879,111,Obtain a Mark of Grace,Obtain a Mark of Grace from any Rooftop Agility Course,Global,Skill,Agility,1,Easy,,,16%,
1881,112,Complete a Rooftop Agility Course,Complete a lap of any Rooftop Agility Course,Global,Skill,Agility,1,Easy,,,7.8%,
1884,113,Clean a Grimy Guam,Clean a Grimy Guam,Global,Skill,Herblore,1,Easy,,,8.8%,
1885,114,Make an Attack Potion,Make an Attack Potion,Global,Skill,Herblore,1,Easy,,,0.9%,
1886,115,Drink a Strength Potion,Drink a Strength Potion,Global,Skill,Herblore,1,Easy,,,0.9%,
1895,116,Reach Combat Level 25,Reach Combat Level 25,Global,Combat,,1,Easy,,,4.5%,
1902,117,Visit Death's Domain,Visit Death's Domain,Global,Combat,,1,Easy,,,<0.1%,
1905,118,Equip a Mithril Weapon,Equip any Mithril weapon,Global,Combat,Attack,1,Easy,,,9.8%,
1910,119,Equip a Full Mithril Set,"Equip a Mithril Platebody, a Mithril Full Helm and either some Mithril Platelegs or a Mithril Plateskirt",Global,Combat,Defence,1,Easy,,,<0.1%,
1914,120,Equip a Studded Body and Chaps,Equip a Studded Body along with some Studded Chaps,Global,Combat,Ranged,1,Easy,,,24%,
1919,121,Equip a Maple Shortbow,Equip a Maple Shortbow,Global,Combat,Ranged,1,Easy,,,1.2%,
1923,122,Equip an Elemental Staff,Equip a basic elemental staff,Global,Combat,Magic,1,Easy,,,62%,
1948,123,Pickpocket a HAM Member,Pickpocket any HAM member at their hideout,Misthalin,Skill,Thieving,1,Easy,,,,
4842,124,Complete the Draynor Agility Course,Complete a lap of the Draynor Rooftop Agility Course,Misthalin,Skill,Agility,1,Easy,,,,
1956,125,Craft 50 Water Runes,Craft 50 Water Runes from Essence at the Water Altar,Misthalin,Skill,Runecraft,1,Easy,,,<0.1%,
1960,126,Defeat the Lesser Demon in the Wizards' Tower,Defeat the Lesser Demon at the top of the Wizards' Tower,Misthalin,Combat,,1,Easy,,,,
1969,127,Receive a Slayer Task From Vannaka,Receive a Slayer Task from Vannaka in Edgeville Dungeon,Misthalin,Combat,Slayer,1,Easy,,,29%,
1982,128,Complete the Easy Lumbridge & Draynor Diary,Complete all of the easy tasks in the Lumbridge & Draynor Achievement Diary,Misthalin,Achievement,,1,Easy,,,,
1988,129,Enter Zanaris,Enter the lost city of Zanaris,Misthalin,Other,,1,Easy,,,66%,
1995,130,Drink From the Tears of Guthix,Drink from the Tears of Guthix in the Lumbridge Swamp Caves,Misthalin,Other,,1,Easy,,,95%,
1996,131,Equip Some Fancy Boots or Fighting Boots,Equip either a pair of Fancy Boots or a pair of Fighting Boots,Misthalin,Other,,1,Easy,,,94%,
1997,132,Complete Vampyre Slayer,Complete the Vampyre Slayer quest,Misthalin,Quest,,1,Easy,,,92%,
1999,133,Fully Unlock the Mycelium Transportation System,Unlock every destination for the Mycelium Transportation System on Fossil Island,Misthalin,Other,,1,Easy,,,85%,
2001,134,Build a Bank on Fossil Island,Build a Bank at the Museum Camp on Fossil Island,Misthalin,Other,,1,Easy,,,72%,
4850,135,Complete The Restless Ghost,Complete The Restless Ghost quest,Misthalin,Quest,,1,Easy,,,91%,
2085,136,Defeat a Rock Crab in the Fremennik Province,Defeat a Rock Crab in the Fremennik Province,Fremennik Province,Combat,,1,Easy,,,83%,
2090,137,Defeat a Cockatrice in the Fremennik Province,Defeat a Cockatrice in the Fremennik Province,Fremennik Province,Combat,Slayer,1,Easy,,,57%,
2094,138,Defeat a Pyrefiend in the Fremennik Province,Defeat a Pyrefiend in the Fremennik Province,Fremennik Province,Combat,Slayer,1,Easy,,,24%,
2099,139,Defeat a Troll in the Fremennik Province,Defeat a Troll in the Fremennik Province,Fremennik Province,Combat,,1,Easy,,,11%,
2128,140,Complete the Easy Fremennik Diary,Complete all of the easy tasks in the Fremennik Achievement Diary,Fremennik Province,Achievement,,1,Easy,,,33%,
2143,141,Receive an Agility Arena Ticket,Receive an Agility Arena Ticket from the Brimhaven Agility Arena,Karamja,Minigame,Agility,1,Easy,,,10.0%,
4891,142,Catch a Karambwanji,Catch a Karambwanji on Karamja,Karamja,Skill,Fishing,1,Easy,,,57%,
749,143,Enter your Player Owned House,Enter your Player Owned House,Global,Skill,Construction,1,Easy,,,88%,
2155,144,Defeat a TzHaar,Defeat any TzHaar in Mor Ul Rek,Karamja,Combat,,1,Easy,,,90%,
2165,145,Defeat a Greater Demon on Karamja,Defeat a Greater Demon on Karamja,Karamja,Combat,,1,Easy,,,47%,
2179,146,Complete the Easy Karamja Diary,Complete all of the easy tasks in the Karamja Achievement Diary,Karamja,Achievement,,1,Easy,,,23%,
2187,147,Pick a Pineapple on Karamja,Pick a Pineapple on Karamja,Karamja,Other,,1,Easy,,,94%,
2191,148,Enter the Brimhaven Dungeon,Enter the Brimhaven Dungeon,Karamja,Other,,1,Easy,,,46%,
2198,149,Catch a Crimson Swift in the Feldip Hills,Catch a Crimson Swift in the Feldip Hills,Kandarin,Skill,Hunter,1,Easy,,,60%,
2206,150,Complete a Fishing Trawler Game,Complete a Fishing Trawler game at Port Khazard,Kandarin,Minigame,Fishing,1,Easy,,,21%,
2216,151,Defeat a Tortoise With Riders in Kandarin,Defeat a Tortoise with riders in Kandarin,Kandarin,Combat,,1,Easy,,,14%,
2251,152,Complete Tower of Life,Complete the Tower of Life quest,Kandarin,Quest,,1,Easy,,,76%,
2253,153,Complete Sea Slug,Complete the Sea Slug quest,Kandarin,Quest,,1,Easy,,,64%,
5150,154,Brimstail Rune Essence Mine teleport,Have Brimstail teleport you to the Rune Essence Mine,Kandarin,Other,,1,Easy,,,24%,
2257,155,Equip a Marksman Chompy Hat,Equip a Marksman Chompy Hat,Kandarin,Combat,,1,Easy,,,31%,
2267,156,Complete the Easy Kandarin Diary,Complete all of the easy tasks in the Kandarin Achievement Diary,Kandarin,Achievement,,1,Easy,,,86%,
2271,157,Complete the Easy Western Provinces Diary,Complete all of the easy tasks in the Western Provinces Achievement Diary,Global,Achievement,,1,Easy,,,84%,
2288,158,Move Your House to Taverley,Move your Player Owned House to Taverley,Asgarnia,Skill,Construction,1,Easy,,,38%,
5154,159,Receive a Slayer Task From Turael or Spria,Receive a Slayer Task from Turael in Burthorpe or Spria in Draynor,Asgarnia,Combat,Slayer,1,Easy,,,27%,
2294,160,Defeat a Troll in Asgarnia,Defeat a Troll in Asgarnia,Asgarnia,Combat,,1,Easy,,,3.2%,
2311,161,Defeat a Blue Dragon in Asgarnia,Defeat a Blue Dragon in Asgarnia,Asgarnia,Combat,,1,Easy,,,75%,
2313,162,Defeat a Black Demon in Asgarnia,Defeat a Black Demon in Asgarnia,Asgarnia,Combat,,1,Easy,,,60%,
2323,163,Complete the Easy Falador Diary,Complete all of the easy tasks in the Falador Achievement Diary,Asgarnia,Achievement,,1,Easy,,,81%,
5159,164,Unlock a Gate in Taverley Dungeon,Unlock a gate in Taverley Dungeon using the Dusty Key,Asgarnia,Combat,,1,Easy,,,78%,
2335,165,Complete a Game of Novice Pest Control,Complete a game of Novice Pest Control or higher,Asgarnia,Minigame,,1,Easy,,,8.3%,
5162,166,Room 1 of Pyramid Plunder,Search the Golden Chest in Room 1 of Pyramid Plunder in Sophanem,Kharidian Desert,Minigame,Thieving,1,Easy,,,43%,
5163,167,Room 2 of Pyramid Plunder,Search the Golden Chest in Room 2 of Pyramid Plunder in Sophanem,Kharidian Desert,Minigame,Thieving,1,Easy,,,38%,
2350,168,Pick a Winter Sq'irk,Pick a Winter Sq'irk in the Sorceress's Garden,Kharidian Desert,Minigame,Thieving,1,Easy,,,38%,
2354,169,Turn in a Winter Sq'irkjuice to Osman,Turn in a Winter Sq'irkjuice to Osman in Al Kharid,Kharidian Desert,Minigame,Thieving,1,Easy,,,31%,
5177,170,Complete the Al Kharid Agility Course,Complete a lap of the Al Kharid Rooftop Agility Course,Kharidian Desert,Skill,Agility,1,Easy,,,18%,
2362,171,Craft a Fire Rune,Craft a Fire Rune from Essence at the Fire Altar,Kharidian Desert,Skill,Runecraft,1,Easy,,,16%,
2369,172,Defeat an Al Kharid Warrior,Defeat an Al Kharid Warrior,Kharidian Desert,Combat,,1,Easy,,,15%,
2386,173,Complete the Easy Desert Diary,Complete all of the easy tasks in the Desert Achievement Diary,Kharidian Desert,Achievement,,1,Easy,,,0.4%,
2394,174,Tan a Cow Hide in the Kharidian Desert,Tan a Cow Hide in the Kharidian Desert,Kharidian Desert,Other,,1,Easy,,,33%,
2406,175,Complete The Golem,Complete The Golem quest,Kharidian Desert,Quest,,1,Easy,,,19%,
2422,176,Craft a Snelm,Craft any Snelm,Morytania,Skill,Crafting,1,Easy,,,11%,
2425,177,Receive a Slayer Task From Mazchna,Receive a Slayer Task from Mazchna in Canifis,Morytania,Combat,Slayer,1,Easy,,,23%,
5192,178,Defeat a Werewolf in Morytania,Defeat a Werewolf in Morytania,Morytania,Combat,,1,Easy,,,9.8%,
2433,179,Defeat One of Fenkenstrain's Experiments,Defeat one of Fenkenstrain's Experiments in the Experiment Cave,Morytania,Combat,,1,Easy,,,15%,
2437,180,Defeat a Ghast,Defeat a Ghast in Mort Myre,Morytania,Combat,,1,Easy,,,1.0%,
2465,181,Complete the Easy Morytania Diary,Complete all of the easy tasks in the Morytania Achievement Diary,Morytania,Achievement,,1,Easy,,,44%,
2469,182,Complete an Easy Temple Trek,Complete an easy Temple Trek,Morytania,Minigame,,1,Easy,,,51%,
2472,183,Visit Port Phasmatys,Visit Port Phasmatys,Morytania,Other,,1,Easy,,,45%,
5201,184,Sacrifice Some Bones at the Chaos Temple,Sacrifice some Bones at the Western Chaos Temple altar,Wilderness,Skill,Prayer,1,Easy,,,71%,
2496,185,Use the Abyss,Use the Abyss to access a Runecrafting Altar,Wilderness,Skill,Runecraft,1,Easy,,,29%,
2500,186,Defeat a Lava Dragon in the Wilderness,Defeat a Lava Dragon in the Wilderness,Wilderness,Combat,,1,Easy,,,16%,
2504,187,Defeat a Fire Giant in the Wilderness,Defeat a Fire Giant in the Wilderness,Wilderness,Combat,,1,Easy,,,0.4%,
2508,188,Defeat a Chaos Dwarf in the Wilderness,Defeat a Chaos Dwarf in the Wilderness,Wilderness,Combat,,1,Easy,,,31%,
2512,189,Defeat a Green Dragon in the Wilderness,Defeat a Green Dragon in the Wilderness,Wilderness,Combat,,1,Easy,,,72%,
2541,190,Complete the Easy Wilderness Diary,Complete all of the easy tasks in the Wilderness Achievement Diary,Wilderness,Achievement,,1,Easy,,,15%,
2546,191,Use a Lever to Teleport to Edgeville,Use the lever near the Mage Arena to teleport to Edgeville,Wilderness,Other,,1,Easy,,,44%,
2548,192,Pray at the Southern Chaos Temple,Pray at the altar in the Southern Chaos Temple,Wilderness,Other,,1,Easy,,,13%,
2549,193,Pray at the Western Chaos Temple,Pray at the altar in the Western Chaos Temple,Wilderness,Other,,1,Easy,,,41%,
2550,194,Enter the Wilderness Resource Area,Enter the Wilderness Resource Area,Wilderness,Other,,1,Easy,,,1.8%,
2552,195,Enter the Wilderness God Wars Dungeon,Enter the Wilderness God Wars Dungeon,Wilderness,Other,,1,Easy,,,55%,
2553,196,Use the Bank at the Mage Arena,Use the Bank at the Mage Arena,Wilderness,Other,,1,Easy,,,5.6%,
2560,197,Take a Carpet Ride from Pollnivneach to Sophanem,Take a carpet ride from Pollnivneach to Sophanem,Kharidian Desert,Other,,1,Easy,,,36%,
2562,198,Complete the Easy Varrock Diary,Complete all of the easy tasks in the Varrock Achievement Diary,Misthalin,Achievement,,1,Easy,,,39%,
2568,199,Complete the Easy Ardougne Diary,Complete all of the easy tasks in the Ardougne Achievement Diary,Kandarin,Achievement,,1,Easy,,,2.9%,
3794,200,Obtain a Casket from Fishing,Obtain a Casket from Fishing,Global,Skill,,1,Easy,,,35%,
3795,201,Steal Some Silk,Steal some silk from a silk stall,Global,Skill,Thieving,1,Easy,,,8.8%,
5218,202,Equip some Steel armour,"Equip either a Steel Platebody, some Steel Platelegs or a Steel Full Helm",Global,Other,Defence,1,Easy,,,5.4%,
5219,203,Equip some Black armour,"Equip either a Black Platebody, some Black Platelegs or a Black Full Helm",Global,Other,Defence,1,Easy,,,5.0%,
3798,204,Equip a Willow Shield,Equip a Willow Shield,Global,Other,,1,Easy,,,4.1%,
5220,205,Equip an Imcando Hammer,Equip an Imcando hammer,Asgarnia,Other,,1,Easy,,,1.5%,
3800,206,Open an Ornate Lockbox,Open an Ornate Lockbox from the Camdozaal Vault,Asgarnia,Minigame,,1,Easy,,,1.4%,
5241,207,All Easy Combat Achievements,Complete all Easy Combat Achievements,Global,Achievement,,1,Easy,,,5.7%,
5242,208,All Medium Combat Achievements,Complete all Medium Combat Achievements,Global,Achievement,,1,Easy,,,5.3%,
3870,209,Open a Bronze Chest,Open a Bronze Chest from Shades of Mort'ton,Morytania,Minigame,,1,Easy,,,18%,
3887,210,Pet the Museum Camp dog,Pet the dog in the Museum Camp on Fossil Island,Misthalin,Other,,1,Easy,,,10%,
3901,211,Complete Fishing Contest,Complete the Fishing Contest Quest,Kandarin,Quest,,1,Easy,,,62%,
5841,212,Complete the Varrock Agility Course,Complete a lap of the Varrock Rooftop Agility Course,Misthalin,Skill,Agility,1,Easy,,,64%,
5290,213,Complete Depths of Despair,Complete the Depths of Despair quest,Kourend & Kebos,Quest,,2,Medium,,,65%,
5291,214,Complete Tale Of The Righteous,Complete the Tale of the Righteous quest,Kourend & Kebos,Quest,,2,Medium,,,63%,
5292,215,Complete In Search Of Knowledge,Complete the mini-quest 'In Search Of Knowledge',Kourend & Kebos,Quest,,2,Medium,,,7.2%,
5293,216,Complete Architectural Alliance,Complete the mini-quest 'Architectural Alliance',Kourend & Kebos,Quest,,2,Medium,,,62%,
2584,217,Equip a Trimmed Amulet,Equip a Trimmed Amulet,Global,Minigame,,2,Medium,,,18%,
2591,218,Fill 3 Elite Clue Collection Log Slots,Fill 3 slots in the Elite Clue section of the Collection Log,Global,Minigame,,2,Medium,,,,
2596,219,Fill 3 Hard Clue Collection Log Slots,Fill 3 slots in the Hard Clue section of the Collection Log,Global,Minigame,,2,Medium,,,,
2597,220,Fill 5 Medium Clue Collection Log Slots,Fill 5 slots in the Medium Clue section of the Collection Log,Global,Minigame,,2,Medium,,,,
2602,221,Fill 5 Easy Clue Collection Log Slots,Fill 5 slots in the Easy Clue section of the Collection Log,Global,Minigame,,2,Medium,,,,
2603,222,Fill 5 Beginner Clue Collection Log Slots,Fill 5 slots in the Beginner Clue section of the Collection Log,Global,Minigame,,2,Medium,,,18%,
2612,223,Gain 5 Unique Items From Hard Clues,Gain 5 unique items from Hard Clue Scroll Reward Caskets,Global,Minigame,,2,Medium,,,7.3%,
2614,224,Gain 10 Unique Items From Medium Clues,Gain 10 unique items from Medium Clue Scroll Reward Caskets,Global,Minigame,,2,Medium,,,,
